Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2019,7,General City Responsibilities,208646,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1052,IS Business Analyst,8524636,96225.04,0,0,96225.04,18394.34,11950.58,7684.42,52696.36,148921.4
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8603535,0,2582.58,833.98,3416.56,0,51.84,3171.98,18499.72,21916.28
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8532239,4638.94,0,190.88,4829.82,0,0,374.87,374.87,5204.69
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8208,Park Ranger,8566503,0,15.6,0,15.6,0,0,603.16,603.16,618.76
Calendar,2019,4,Community Health,DPH,,858,"Teamsters, Local 856, Spv RN",2300,Nursing,2322,Nurse Manager,8559151,150005.4,0,12924.23,162929.63,29616.7,11935.78,9909.53,66129.35,229058.98
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2587,Health Worker 3,8605787,66318.6,3879.65,4676.18,74874.43,12893.77,11802.56,6132.53,45470.86,120345.29
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8547537,0,818.27,292.46,1110.73,0,51.84,1289.75,7649.05,8759.78
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2940,Protective Services Worker,10080139,23219,0,0,23219,4437.16,8382.28,1879.15,14463.53,37682.53
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1044,IS Engineer-Principal,8940165,123339.53,0,2100.1,125439.63,22965.9,11935.8,9498.52,53300.08,178739.71
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7333,Aprnt Stationary Engineer II,8524694,73430,2125.78,1754.5,77310.28,14061,11950.62,6059.53,46723.65,124033.93
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",1600,"Payroll, Billing & Accounting",1654,Accountant III,8583242,97442.08,0,0,97442.08,18627.02,11950.6,7827.59,53057.75,150499.83
Calendar,2019,7,General City Responsibilities,DEM,,351,"Municipal Exec Assoc, Misc",900,Management,954,Dep Dir IV,8565306,149180.75,0,47552.04,196732.79,27789.69,0,25273.84,53063.53,249796.32
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",2500,Med Therapy & Auxiliary,2556,Physical Therapist,8532649,55748.39,0,0,55748.39,10890.19,3022.4,4628.27,30485.72,86234.11
Calendar,2019,7,General City Responsibilities,232041,,651,Probation Off Assoc (DPOA),8400,Probation & Parole,8444,Deputy Probation Officer,8566743,0,362.13,0,362.13,0,0,6.23,6.23,368.36
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2312,Licensed Vocational Nurse,8597148,75046.01,1081.51,1721.87,77849.39,14636.63,11935.82,6267.39,47521.58,125370.97
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5203,Assistant Engineer,8515699,80869.6,0,0,80869.6,15454.19,11935.7,6513.54,44638.25,125507.85
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,351,"Municipal Exec Assoc, Misc",900,Management,4310,Commercial Div Asst Sprv,8496708,88939,0,0,88939,17001.37,11935.78,15258.25,58877.14,147816.14
Calendar,2019,7,General City Responsibilities,232331,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8504,Deputy Sheriff (SFERS),8517253,54173.62,0,1833.64,56007.26,14445.8,9329.86,1270.91,36573.01,92580.27
Calendar,2019,6,General Administration & Finance,ADM,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8579266,35770.66,0,0,35770.66,6910.92,6042.94,3020.57,26917.35,62688.01
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8552244,119199.94,32714.55,19017.34,170931.83,25358.75,14304.8,2952.81,60566.82,231498.65
Calendar,2019,1,Public Protection,DAT,,311,Municipal Attorneys Assoc,8100,Legal & Court,8177,Attorney (Civil/Criminal),8554824,120942.02,0,1500,122442.02,22806.32,11935.82,9741.51,59150.95,181592.97
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,8572989,30140.7,0,0,30140.7,6513.07,7877.64,2322.9,26879.83,57020.53
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8555708,32485.49,481.15,1619.85,34586.49,6517.53,0,2848.86,9366.39,43952.88
Calendar,2019,7,General City Responsibilities,228996,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5207,Assoc Engineer,8567236,13098.2,0,0,13098.2,2503.06,3419.98,1040.65,6855.09,19953.29
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5203,Assistant Engineer,8542931,57904.01,303.46,0,58207.47,11065.46,11935.86,5069.88,32342.92,90550.39
Calendar,2019,7,General City Responsibilities,229233,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1805,Performance Analyst II,9000146,67362.3,0,0,67362.3,12872.95,11713.7,5253.54,39322.65,106684.95
Calendar,2019,7,General City Responsibilities,208646,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5203,Assistant Engineer,8571845,80233.25,0,0,80233.25,15335.92,11950.6,6372.71,46200.83,126434.08
Calendar,2019,6,General Administration & Finance,CAT,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1460,Legal Secretary 2,8546593,14260.33,0,2379.05,16639.38,10011.36,1512.16,4239.67,30703.37,47342.75
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q004,Police Officer 3,8497483,114693.15,87798.83,5318.84,207810.82,20910.33,11802.54,3492.67,50876.4,258687.22
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8507119,80374.65,14567.8,4644.85,99587.3,15678.71,11639.66,1684.32,42450.37,142037.67
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8559203,48863.5,20586.36,17.51,69467.37,11186.33,11935.74,5783.08,43572.63,113040
Calendar,2019,5,Culture & Recreation,REC,,38,"Plumbers, Local 38",7300,Journeyman Trade,7347,Plumber,8604647,97447.41,13700.5,11629.61,122777.52,21123.17,11935.82,9609.63,57335.94,180113.46
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8533255,69806.93,2957.71,6371.73,79136.37,14457.41,12424.38,6100.63,48603.04,127739.41
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1404,Clerk,8517636,32638.79,350.7,0,32989.49,7337.17,5967.9,2533.65,26020.76,59010.25
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8576331,77054.83,13947.66,2339.89,93342.38,14729,0,1572.49,16301.49,109643.87
Calendar,2019,7,General City Responsibilities,228996,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1044,IS Engineer-Principal,8592177,142190.06,0,15511.7,157701.76,26484.84,11935.76,9938.27,63026.27,220728.03
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8589651,70118.65,34434.77,5837.14,110390.56,14421.32,12587.26,8417.71,50999.43,161389.99
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8592110,1460.31,0,0,1460.31,0,0,105.09,105.09,1565.4
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5366,Engineering Associate 2,8589102,77317.59,0,0,77317.59,14780.65,11935.68,6113.7,42422.67,119740.26
Calendar,2019,7,General City Responsibilities,102644,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7306,Automotive Body & Fender Wrk,8566119,0,938.34,0,938.34,0,0,74.32,74.32,1012.66
Calendar,2019,1,Public Protection,JUV,,250,"SEIU, Local 1021, Misc",2600,Dietary & Food,2604,Food Service Worker,8572311,50865.35,1711.84,1450.89,54028.08,11764.31,11846.94,4421.57,42702.48,96730.56
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8565982,45941.27,2.82,959.77,46903.86,8924.55,9714.86,3895.62,32430.85,79334.71
Calendar,2019,6,General Administration & Finance,ASR,,790,"SEIU, Local 1021, Misc",4200,Appraisal & Taxation,4215,ASR Senior Office Specialist,8501058,53180,0,0,53180,10162.6,11935.8,4044.81,37340.55,90520.55
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8507852,92558.54,0,3899.75,96458.29,0,0,7681.53,7681.53,104139.82
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,8518023,121124.95,0,0,121124.95,23899.19,11935.82,9792.16,60294.51,181419.46
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",1600,"Payroll, Billing & Accounting",1654,Accountant III,8512002,93116.52,0,0,93116.52,17800,11950.62,7442.01,51859.55,144976.07
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8548415,69566.69,11597.38,7173.47,88337.54,13902.42,10025.76,1462.32,38247.84,126585.38
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8576617,112556.01,60070.01,3343.49,175969.51,19669.52,11787.74,3028.1,49156.58,225126.09
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8513282,122579.91,5757.59,9360.74,137698.24,24228.94,10336.74,8669.95,56315.49,194013.73
Calendar,2019,7,General City Responsibilities,229982,,351,"Municipal Exec Assoc, Misc",900,Management,931,Manager III,8531419,128820,0,0,128820,23986.2,11935.8,16602.76,64878.78,193698.78
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,9240163,39924.5,0,0,39924.5,7433.93,7671.56,3001.01,24231.36,64155.86
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8549512,0,432.98,0,432.98,0,0,34.29,34.29,467.27
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8513164,34818.76,4359.02,875.25,40053.03,6821.11,11328.72,3265.89,23346.94,63399.97
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8589617,67440.28,18150.34,9786.54,95377.16,14600.71,12483.66,7243.82,48921.99,144299.15
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8576942,77067.05,5187.15,1933.23,84187.43,9641.24,11935.82,1405.09,37649.49,121836.92
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8578389,47976.08,9701.56,3585.16,61262.8,11483.99,9759.26,4680.36,41700.55,102963.35
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5207,Assoc Engineer,8512283,113028.92,0,3285.14,116314.06,21669.25,11935.8,9225.28,56601.19,172915.25
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8506509,70122.98,5476.13,3734.31,79333.42,14020.22,12528,5896.82,48077.38,127410.8
Calendar,2019,7,General City Responsibilities,232331,,499,Sheriffs' Mgrs and Supv (MSA),8300,Correction & Detention,8308,Sheriff's Sergeant,8562881,114313.66,5333.69,19007.67,138655.02,43462.8,11935.8,2343.85,71542.25,210197.27
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8605797,67844.46,8196.78,3673.69,79714.93,13572.81,12054.26,6212.74,47023.07,126738
Calendar,2019,7,General City Responsibilities,232331,,499,Sheriffs' Mgrs and Supv (MSA),8300,Correction & Detention,8310,Sheriff's Lieutenant,8562511,134994.58,129755.67,12828.14,277578.39,49625.92,11935.76,4720.29,80862.55,358440.94
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8573519,68810.82,31454.15,1681.68,101946.65,13396.58,12572.48,7964.47,48987.57,150934.22
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8565595,67155.67,23642.09,2964.48,93762.24,13306.02,11536,7000.13,47269.79,141032.03
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8586041,81297.95,19881.97,2277.14,103457.06,15724.74,11639.64,1726.09,43765.57,147222.63
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8584394,107656.2,38905.95,17291.18,163853.33,22180.3,14304.8,2732.05,57412.73,221266.06
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8505933,0,66.13,0,66.13,0,0,5.24,5.24,71.37
Calendar,2019,6,General Administration & Finance,ADM,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1840,Junior Management Assistant,8555393,61320.04,0,0,61320.04,11718.2,11935.8,4416.78,39282.58,100602.62
Calendar,2019,7,General City Responsibilities,102644,,200,"TWU, Local 200",9100,Street Transit,9139,Transit Supervisor,8588897,90505,7511.62,9569.01,107585.63,19138.53,11935.78,8753.57,54495.2,162080.83
Calendar,2019,4,Community Health,DPH,,164,"Physician/Dentists 8-CC, UAPD",2200,Medical & Dental,2230,Physician Specialist,8518006,154778.76,0,0,154778.76,28835.08,6709.18,8224.77,56049.91,210828.67
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2944,Protective Services Supervisor,8586723,102010.84,12441.58,12225.48,126677.9,21422.25,11935.82,9473.48,57498.89,184176.79
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8601665,2824.9,0,0,2824.9,0,0,614.53,614.53,3439.43
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H020,"Lieutenant, Fire Suppression",8548234,123258.96,15017.02,20517.65,158793.63,26089.32,14408.4,2636.29,60735.77,219529.4
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8604762,33879.6,0,12534.91,46414.51,481.25,0,1113.46,1594.71,48009.22
Calendar,2019,7,General City Responsibilities,228883,,856,"Teamsters, Local 856,MultiUnit",3300,Park & Zoo,3372,Animal Control Officer,8529072,0,74.44,0,74.44,0,0,5.9,5.9,80.34
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8493443,57500.14,9012.85,1443.26,67956.25,11198.12,9655.62,4996.46,39337.26,107293.51
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",8591696,91457.2,35241.42,2250.64,128949.26,18072.11,11935.8,9826.96,54502.23,183451.49
Calendar,2019,7,General City Responsibilities,232392,,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,8524834,82056,10.63,1610,83676.63,15988.61,11935.82,6747.1,45301.61,128978.24
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8599364,46113,0.68,456,46569.68,8899.41,11950.58,3791.62,34681.99,81251.67
Calendar,2019,2,"Public Works, Transportation & Commerce",ECN,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,8571271,58684.53,0,0,58684.53,11214.6,11935.8,5226.27,29742.45,88426.98
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,4,SF City Workers United,7300,Journeyman Trade,7346,Painter,8605759,64040.16,211.88,468,64720.04,12367.36,11935.6,5278.76,39189.12,103909.16
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5381,StdntDsgn Train2/Arch/Eng/Plng,8519960,27629.54,0,0,27629.54,267.78,0,2144.5,2412.28,30041.82
Calendar,2019,5,Culture & Recreation,LIB,,790,"SEIU, Local 1021, Misc",3600,Library,3602,Library Page,8562785,18000.45,0,198.9,18199.35,4214.62,6013.28,1512.49,15338.95,33538.3
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",9700,Community Development,9703,HSA Emp & Training Spec II,8586700,40039.81,0,0,40039.81,9004.25,5967.86,3228.65,32474.46,72514.27
Calendar,2019,7,General City Responsibilities,229982,,261,"Laborers, Local 261",9900,Public Service Aide,9916,Public Svc Aide-Public Works,10610150,1993.6,0,0,1993.6,0,0,162.58,162.58,2156.18
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H008,EMT Paramedic,8578216,11085.7,0,49.3,11135,0,0,864.25,864.25,11999.25
Calendar,2019,7,General City Responsibilities,229313,,419,SFDA Investigators Assn,8100,Legal & Court,8149,Asst Chf Dist Atty's Invstgtor,8505929,125766.08,1076.67,8038.71,134881.46,41416.36,11950.56,2291.39,70325.33,205206.79
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8548171,74607.68,29085.18,2129.86,105822.72,14310.4,14304.8,1728.14,48293.82,154116.54
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,8588794,100773,23944.29,10077.3,134794.59,20964.92,11935.76,9464.54,56685.58,191480.17
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8535331,76470.01,2268.54,552,79290.55,14723.5,11950.6,6463.62,47804.68,127095.23
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q062,Lieutenant 3,8581148,153517.71,33989.08,36098.17,223604.96,28566.18,11950.58,3317.64,58501.38,282106.34
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1404,Clerk,8535347,44177.81,0,760,44937.81,10101.95,11935.8,3649.06,35727.55,80665.36
Calendar,2019,7,General City Responsibilities,102644,,200,"TWU, Local 200",9100,Street Transit,9160,Transportation Operations Spec,8581383,102454.99,10325.23,9054.36,121834.58,20780.77,8056.52,6531.8,50022.67,171857.25
